,acct_no,dba,owner,sic_code,sic_desc,full_addr,st_no,st_name,even,zipcode,city,apn_sort,dist_parc_to_sales
10653,198035,PHILLIP GUAN CPA INC,"GUAN, PHILLIP",8721001.0,"Accounting, Auditing, And Bookkeeping Services","7901 OAKPORT ST 2800I OAKLAND, CA 94621-2022",7901,OAKPORT ST,False,94621,OAKLAND,042 443500410,0.0
10654,198051,OMI'S STUFF & THINGS,"WOODS, DONIELLE",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","2072 82ND AVE OAKLAND, CA 94621-2225",2072,82ND AVE,True,94621,OAKLAND,043 456602000,8.019447807832732
10655,198061,RAMOS SONIA,"RAMOS, SONIA",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1737 34TH AVE OAKLAND, CA 94601-3027",1737,34TH AVE,False,94601,OAKLAND,033 211801700,1.07234216215365
10656,198069,ANGELA ROMERO,"ROMERO, ANGELA",7349001.0,"Building Cleaning And Maintenance Services, Not Elsewhere Classified","1044 83RD AVE OAKLAND, CA 94621-1806",1044,83RD AVE,True,94621,OAKLAND,042 426401900,6.774677685339809
10657,198073,MUNGUIA ANTONIO & MACIAS MARIA E,"MUNGUIA, ANTONIO",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1492 81ST AVE OAKLAND, CA 94621-2340",1492,81ST AVE,True,94621,OAKLAND,040 336400100,5.23139624450318
10658,198079,A-1 AUTO EXPRESS,"ALDHAHERI, ALI",,,"1774 82ND AVE OAKLAND, CA 94621-2221",1774,82ND AVE,True,94621,OAKLAND,043 455801902,8.12149784658299
10659,198086,SILBERMAN COOK LLC & MCCAFFREY AURYN,"COOK, AARON",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"827 33RD AVE OAKLAND, CA 94601-2907",827,33RD AVE,False,94601,OAKLAND,033 219800501,0.0
10660,198090,S.V. HOME IMPROVEMENT,"VAZQUEZ, SERGIO",,,"1915 48TH AVE OAKLAND, CA 94601-5325",1915,48TH AVE,False,94601,OAKLAND,035 240500700,0.0
10661,198092,GRISELDA SICAN MORALES,"MORALES, GRISELDA S",,,"1615 ROSEDALE AVE OAKLAND, CA 94601-4149",1615,ROSEDALE AVE,False,94601,OAKLAND,033 215202500,1.26774185994977
10662,198105,"LESLEY MOK, JULIA MOK, MARY OSKAMP","MOK, LESLEY",6513001.0,Operators Of Apartment Buildings,"685 CARY AVE OAKLAND, CA 94603-2930",685,CARY AVE,False,94603,OAKLAND,045 536400300,0.0
10663,198112,ANGELA HUNKLER,"HUNKLER, ANGELA",8999007.0,"Artists' Studios, Except Commercial And Medical","3001 CHAPMAN ST OAKLAND, CA 94601-2804",3001,CHAPMAN ST,False,94601,OAKLAND,025 067200404,17.3410201580228
10664,198114,CLUB RITMO FITNESS CLUB,"GARCIA, ANGELICA N",,,"3812 INTERNATIONAL BLVD OAKLAND, CA 94601-4010",3812,INTERNATIONAL BLVD,True,94601,OAKLAND,033 213801801,6.665861605841419
10665,198142,HEIDY BEAUTY SALON,"CASTILLO, FLORIBERTHA",7231001.0,Beauty Shops,"4423 FOOTHILL BLVD OAKLAND, CA 94601-4623",4423,FOOTHILL BLVD,False,94601,OAKLAND,035 240200301,3.2593068937867202
10666,198148,2207 96TH AVENUE OAKLAND CA 94603 LLC,"UNKNOWN, UNKOWN",6513001.0,Operators Of Apartment Buildings,"2207 96TH AVE OAKLAND, CA 94603-1935",2207,96TH AVE,False,94603,OAKLAND,046 546900600,22.0471571306594
10667,198155,CDJ2 CREATIVE,"JOYNER II, CLAUDE D",7336001.0,Commercial Art And Graphic Design,"5308 COLE ST OAKLAND, CA 94601-5563",5308,COLE ST,True,94601,OAKLAND,035 237601900,4.255435334084971
10668,198179,BIZZY BEE'Z,"SMITH, LAKEISHA",8351001.0,Child Day Care Services,"1001 76TH AVE OAKLAND, CA 94621-2523",1001,76TH AVE,False,94621,OAKLAND,041 415700200,11.9085740892127
10669,198186,A SQUEAKY CLEAN CREW/CARLOS NAJARRO,"NAJARRO, CARLOS M",,,"10910 BANCROFT AVE OAKLAND, CA 94603-4027",10910,BANCROFT AVE,True,94603,OAKLAND,047 556801301,10.268938446220199
10670,198193,LINEA LAB ARCHITECTS,"CAMBIER, JOCELYNN",,,"3254 DEERING ST OAKLAND, CA 94601-2722",3254,DEERING ST,True,94601,OAKLAND,027 087006900,3.69689589396485
10671,198195,JDD KIDD & SONS CONSTRUCTION,"KIDD, WILLIE",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","2470 KINGSLAND AVE OAKLAND, CA 94601-5541",2470,KINGSLAND AVE,True,94601,OAKLAND,036 247800100,0.729144469179061
10672,198202,KINERMAN CONSULTING,"KINERMAN, DENECKO",8742001.0,Management Consulting Services,"2516 E 21ST ST OAKLAND, CA 94601-1806",2516,E 21ST ST,True,94601,OAKLAND,026 074401003,5.97613258420512
10673,198219,EDS SERVICE SOLUTIONS LLC,"LOCKE, SONYA",7389001.0,"Business Services, Not Elsewhere Classified","7600 EARHART RD STE 1 OAKLAND, CA 94621-4557",7600,EARHART RD,True,94621,OAKLAND,042 440401102,0.0
10674,198228,VISITING ANGELS HOME HEALTH CARE,"VUNGA, LOLEINI",8082001.0,Home Health Care Services,"1520 37TH AVE OAKLAND, CA 94601-3519",1520,37TH AVE,True,94601,OAKLAND,033 213606800,9.726296842304269
10675,198232,ILAVA HAWAIIAN BARBECUE,"JACINTO, NICOLE",5812036.0,Restaurants,"1446 HIGH ST OAKLAND, CA 94601-4534",1446,HIGH ST,True,94601,OAKLAND,035 235500100,0.41722950834000394
10676,198237,JENNYS PAINT 510,"HALE, JENNIFER V",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","1649 40TH AVE OAKLAND, CA 94601-4133",1649,40TH AVE,False,94601,OAKLAND,033 213900600,10.2804669867416
10677,198239,ANNA MASSAGE PLACE,"FANG WEI, YI-DUN",7299028.0,Massage Parlors,"1829 73RD AVE OAKLAND, CA 94621-2898",1829,73RD AVE,False,94621,OAKLAND,040 332402907,0.0
10678,198242,SPENCETTA'S KITCHEN CATERING SERVICES,"SALIH, AHMED",5812036.0,Restaurants,"3810 FOOTHILL BLVD OAKLAND, CA 94601-4262",3810,FOOTHILL BLVD,True,94601,OAKLAND,032 208702704,3.4808791396465297
10679,198257,BISCHOFF JOHN J,"BISCHOFF, JOHN",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"2440 E 23RD ST OAKLAND, CA 94601-1236",2440,E 23RD ST,True,94601,OAKLAND,026 076002000,4.42406782237375
10680,198274,E & D REPAIR,"MARTINEZ, MICHAEL",7379001.0,"Computer Related Services, Not Elsewhere Classified","5401 COLISEUM WAY OAKLAND, CA 94601-5021",5401,COLISEUM WAY,False,94601,OAKLAND,034 234101100,18.173726141506698
10681,198295,LIU LIHHUEI D,"LIU, YIH-HUEI",,,"7609 HAMILTON ST OAKLAND, CA 94621-2537",7609,HAMILTON ST,False,94621,OAKLAND,041 414202700,1.8579931657022601
10682,198299,SUNNY'S SHEETMETAL,"KIM, SUN",,,"2834 E 7TH ST OAKLAND, CA 94601-2130",2834,E 7TH ST,True,94601,OAKLAND,019 008102200,6.2352119519784495
10683,198338,ACOSTA ANABEL,"ACOSTA, ANABEL",6513001.0,Operators Of Apartment Buildings,"9306 A ST OAKLAND, CA 94603-1429",9306,A ST,True,94603,OAKLAND,044 496601800,3.8389862268521298
10684,198344,BLUE ANGEL TRANSPORTATION,"ALEJANDRO ZARATE, JORGE",,,"1525 57TH AVE OAKLAND, CA 94621-4242",1525,57TH AVE,False,94621,OAKLAND,038 323500200,6.299815602772031
10685,198352,MUT STRUTS,"LIVINGSTON, DAWN",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","850 33RD AVE OAKLAND, CA 94601-2908",850,33RD AVE,True,94601,OAKLAND,033 219901200,8.90081364707442
10686,198353,FYLL UPP INC,"KICHI, RAMI",5999001.0,"Miscellaneous Retail Stores, Not Elsewhere Classified","60 98TH AVE STE 101 OAKLAND, CA 94603-1000",60,98TH AVE,True,94603,OAKLAND,044 502000370,15.8979681743703
10687,198357,SAWUBONA,"BURLEY-ROBINSON, TA JUANA",5944001.0,Jewelry Stores,"10300 SUNNYSIDE ST OAKLAND, CA 94603-3357",10300,SUNNYSIDE ST,True,94603,OAKLAND,047 549601200,13.340608185035201
10688,198362,READY TO GO MOBILE NOTARY LLC,"FORD, TRACY L",,,"9226 CHERRY ST OAKLAND, CA 94603-1630",9226,CHERRY ST,True,94603,OAKLAND,046 544600100,0.910317405420717
10689,198367,CHERRYTON PROPERTIES LLC,"TAN, JIN KEAT",,,"1619 46TH AVE OAKLAND, CA 94601-4525",1619,46TH AVE,False,94601,OAKLAND,035 235903302,10.059156434655
10690,198371,DESIGN FOR LIVING,"LONG, BRADLEY",8742001.0,Management Consulting Services,"5707 SAN LEANDRO ST STE H OAKLAND, CA 94621-4413",5707,SAN LEANDRO ST,False,94621,OAKLAND,041 391400801,0.0
10691,198432,RJV ELEMENTS LLC,"VINET, JASON",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","347 CHANNEL WAY OAKLAND, CA 94601-2845",347,CHANNEL WAY,False,94601,OAKLAND,026 075002100,0.0
10692,198438,ECUADOR IMPORTS,"ORDONEZ, LEDY K",5699001.0,Miscellaneous Apparel And Accessory Stores,"3340 E 12TH ST STE 16 OAKLAND, CA 94601-3460",3340,E 12TH ST,True,94601,OAKLAND,034 226400100,12.273599710476901
10693,198441,PANADERIA SEVILLA,"SEVILLA, LEONARDO",5461001.0,Retail Bakeries,"1414 FRUITVALE AVE OAKLAND, CA 94601-2321",1414,FRUITVALE AVE,True,94601,OAKLAND,033 212300400,4.04370481770232
10694,198444,OCEGUERA'S HAIR SALON,"OCEGUERA, HORALIA",,,"4015 INTERNATIONAL BLVD STE B OAKLAND, CA 94601-4071",4015,INTERNATIONAL BLVD,False,94601,OAKLAND,033 215500100,14.457513037196698
10695,198449,K AUTO REPAIR SHOP,"ABDULLAH, KHALIL A",,,"6714 INTERNATIONAL BLVD OAKLAND, CA 94621-3502",6714,INTERNATIONAL BLVD,True,94621,OAKLAND,039 324802400,4.557285891749401
10696,198457,TANG WENDY T & THAI THANH H,"TANG, WENDY",6513001.0,Operators Of Apartment Buildings,"1251 76TH AVE OAKLAND, CA 94621-2731",1251,76TH AVE,False,94621,OAKLAND,041 419300400,0.0
10697,198460,TANG WENDY T,"TANG, WENDY",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1271 76TH AVE OAKLAND, CA 94621-2731",1271,76TH AVE,False,94621,OAKLAND,041 419300300,0.0
10698,198464,HEGENBERGER,"ENKHTAIVAN, ERDENEBAYAR",5812001.0,Eating Places,"280 HEGENBERGER RD OAKLAND, CA 94621-1479",280,HEGENBERGER RD,True,94621,OAKLAND,042 442501802,22.4530891593935
10699,198471,GUATEMAYA CAFE,"MENDOZA PEREZ, VILMA",5812001.0,Eating Places,"4428 INTERNATIONAL BLVD OAKLAND, CA 94601-4511",4428,INTERNATIONAL BLVD,True,94601,OAKLAND,035 235601600,3.82665844719441
10700,198517,SP BODY PIERCINGS,"MEJIA, SINTIA",5963001.0,Direct Selling Establishments,"3700 E 12TH ST OAKLAND, CA 94601-4058",3700,E 12TH ST,True,94601,OAKLAND,033 215801702,13.4809595887515
10701,198520,PHOENIX AUTO BODY,"PEREZ-REYEZ, SERGIO",7532001.0,"Top, Body, And Upholstery Repair Shops And Paint Shops","8917 SAN LEANDRO ST J OAKLAND, CA 94621-1246",8917,SAN LEANDRO ST,False,94621,OAKLAND,042 431001500,15.929393778954001
10702,198540,CUCAUHTLI BOTANICALS & SKIN CARE,"CHAVEZ, NANCY",,,"2539 26TH AVE OAKLAND, CA 94601-1959",2539,26TH AVE,False,94601,OAKLAND,026 078401300,0.0729788143840236
10703,198544,PEDRO & LIDIA TRUCKING,"MARTINEZ RODRIGUEZ, JEREMIOS",,,"3573 GALINDO ST OAKLAND, CA 94601-3721",3573,GALINDO ST,False,94601,OAKLAND,032 211203600,7.13330735743721
10704,198563,LYONS PROPERTY MAINTENANCE & LANDSCAPING,"LYONS, DIONT",,,"816 34TH ST OAKLAND, CA 94601-3405",816,34TH ST,True,94601,OAKLAND,033 220000901,5.40510545438206
10705,198585,KING DARRYL & SHARRON,"KING, DARRYL",6513001.0,Operators Of Apartment Buildings,"5112 CONGRESS AVE OAKLAND, CA 94601-5404",5112,CONGRESS AVE,True,94601,OAKLAND,035 237203300,4.69231376166631
10706,198589,STUPID RAXX,"FUNGULA, KAMANTAI",7929001.0,"Bands, Orchestras, Actors, And Other Entertainers And Entertainment Groups","1960 87TH AVE OAKLAND, CA 94621-1518",1960,87TH AVE,True,94621,OAKLAND,043 459502300,6.336671419781519
10707,198644,BRIDGE-IT CLEAR SOLUTIONS ENTERPRISES,"RAMOS, VIRGINIA",8721001.0,"Accounting, Auditing, And Bookkeeping Services","1935 33RD AVE OAKLAND, CA 94601-3021",1935,33RD AVE,False,94601,OAKLAND,033 211700402,0.0
10708,198654,SALVADORIAN FOOD EL RINCONCITO,"RIVAS MARINEZ, JESUS",,,"280 HEGENBERGER RD OAKLAND, CA 94621-1479",280,HEGENBERGER RD,True,94621,OAKLAND,042 442501802,22.4530891593935
10709,198693,JUNIOR'S SOURCE CORP,"OROZCO, JUAN R",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","9852 WALNUT ST OAKLAND, CA 94603-2641",9852,WALNUT ST,True,94603,OAKLAND,046 543702000,7.94561537285008
10710,198699,BAHENA DAVID & ELIZABETH,"BAHENA, DAVID",,,"3452 SALISBURY ST OAKLAND, CA 94601-3134",3452,SALISBURY ST,True,94601,OAKLAND,027 087900700,0.0
10711,198716,EUNICE BREWER,"BREWER, EUNICE",6513001.0,Operators Of Apartment Buildings,"9031 HILLSIDE ST OAKLAND, CA 94603-1947",9031,HILLSIDE ST,False,94603,OAKLAND,046 548000600,2.87668331175341
10712,198721,BEENY HANDYMAN,"MARIN, BERNABE M",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","1224 96TH AVE 3 OAKLAND, CA 94603-1459",1224,96TH AVE,True,94603,OAKLAND,044 496001500,0.172088546793121
10713,198732,LOS ROBLES LLC,"SKOLNICK, MARK",6513001.0,Operators Of Apartment Buildings,"1733 SEMINARY AVE OAKLAND, CA 94621-4153",1733,SEMINARY AVE,False,94621,OAKLAND,038 323702400,0.0
10714,198742,HERNANDEZ PEDRO & VILLAFAN PAZ,"HERNANDEZ, PEDRO",,,"9841 ELMAR AVE OAKLAND, CA 94603-2819",9841,ELMAR AVE,False,94603,OAKLAND,046 549300900,3.80013544635243
10715,198762,CIRCUIT LAUNCH INC,"KATZ, ERIK",,,"8000 EDGEWATER DR 200 OAKLAND, CA 94621-2048",8000,EDGEWATER DR,True,94621,OAKLAND,042 454800100,0.0
10716,198767,BP WEST COAST PRODUCTS LLC,"ARKIN, DENNIS",5541001.0,Gasoline Service Stations,"566 HEGENBERGER RD OAKLAND, CA 94621-1320",566,HEGENBERGER RD,True,94621,OAKLAND,042 432300107,33.7596771828904
10717,198774,VERONICA,"TORRES, VERONICA",,,"5401 COLISEUM WAY OAKLAND, CA 94601-5021",5401,COLISEUM WAY,False,94601,OAKLAND,034 234101100,18.173726141506698
10718,198801,CERULEAN URBAN,,,,"2216 COURTLAND AVE OAKLAND, CA 94601-4727",2216,COURTLAND AVE,True,94601,OAKLAND,036 241300200,6.55998694719831
10719,198847,QUINTANA ELMER Y,"ACOSTA QUINTANA, ELMER Y",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"929 90TH AVE OAKLAND, CA 94603-1251",929,90TH AVE,False,94603,OAKLAND,042 428601000,0.341839369592406
10720,198852,EASTEES,"NGUYEN, NHAN",5963001.0,Direct Selling Establishments,"9320 SUNNYSIDE ST APT 3 OAKLAND, CA 94603-1741",9320,SUNNYSIDE ST,True,94603,OAKLAND,046 547001200,11.3444717929181
10721,198887,PREMIER ROOFING & WATERPROOFING,"HERNANDEZ, RIGOBERTO",1761001.0,"Roofing, Siding, And Sheet Metal Work","9231 WALNUT ST OAKLAND, CA 94603-1535",9231,WALNUT ST,False,94603,OAKLAND,046 543100800,0.0
10722,198894,THE TEMPLE CLUB,"DEETZ, WILLIAM G",,,"2307 INTERNATIONAL BLVD OAKLAND, CA 94601-1018",2307,INTERNATIONAL BLVD,False,94601,OAKLAND,020 010501400,19.2407979989873
10723,198898,ADELAIDA'S HOME CLEANING,"REYES, ADELAIDA",,,"951 105TH AVE OAKLAND, CA 94603-3120",951,105TH AVE,False,94603,OAKLAND,045 521300900,6.49601560907994
10724,198906,S.E. SCHER CORPORATION,"SCHER, STEVE",,,"303 HEGENBERGER RD 300 OAKLAND, CA 94621-1494",303,HEGENBERGER RD,False,94621,OAKLAND,042 442501802,3.2039080373855096
10725,198933,TRAN NHAT M & LE LOAN N TRS,"TRAN, N HAT",6512001.0,Operators Of Nonresidential Buildings,"6406 INTERNATIONAL BLVD OAKLAND, CA 94621-3854",6406,INTERNATIONAL BLVD,True,94621,OAKLAND,038 322201201,0.0
10726,198938,STELLAR R & D,"RILEY, MELISSA A",7379001.0,"Computer Related Services, Not Elsewhere Classified","10814 BANCROFT AVE OAKLAND, CA 94603-4023",10814,BANCROFT AVE,True,94603,OAKLAND,047 556701600,11.6246373331869
10727,198974,DOBASHI NAGI,"DOBASHI, NAGI S",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"8526 G ST OAKLAND, CA 94621-1220",8526,G ST,True,94621,OAKLAND,042 429700200,0.0
10728,198976,DOBASHI NAGI,"DOBASHI, NAGI S",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"900 69TH AVE OAKLAND, CA 94621-3304",900,69TH AVE,True,94621,OAKLAND,041 421200500,13.665289207484902
10729,199003,HUGHES JOE E,"HUGHES, JOE E",,,"1632 68TH AVE OAKLAND, CA 94621-3414",1632,68TH AVE,True,94621,OAKLAND,039 325103300,1.27545488339374
10730,199007,M.C. STUDIOS (SUB LEASE),"VANDEVEN, ALAN",6512001.0,Operators Of Nonresidential Buildings,"8610 INTERNATIONAL BLVD OAKLAND, CA 94621-1552",8610,INTERNATIONAL BLVD,True,94621,OAKLAND,043 458201100,18.0188994646414
10731,199016,ROCKET TOWING,"MARAVELIAS, JOHN",4492001.0,Towing And Tugboat Services,"3004 CHAPMAN ST OAKLAND, CA 94601-2805",3004,CHAPMAN ST,True,94601,OAKLAND,025 066801801,12.3003864928443
10732,199017,EB TOWING,"GREEN, SPENCER W",4492001.0,Towing And Tugboat Services,"2700 INTERNATIONAL BLVD UNIT 33D OAKLAND, CA 94601-1514",2700,INTERNATIONAL BLVD,True,94601,OAKLAND,025 071003700,16.901540350584302
10733,199021,DONG HISUK & SAN J,"DONG, HISUK",6512001.0,Operators Of Nonresidential Buildings,"8600 INTERNATIONAL BLVD OAKLAND, CA 94621-1599",8600,INTERNATIONAL BLVD,True,94621,OAKLAND,043 455301301,9.239586759327072
10734,199024,AVA CONSTRUCTION,"LUNA, IGNACIO",,,"395 105TH AVE OAKLAND, CA 94603-2956",395,105TH AVE,False,94603,OAKLAND,045 537000205,0.0
10735,199028,ARMSTRONG MONIQUE,"ARMSTRONG, MONIQUE",,,"2530 34TH AVE OAKLAND, CA 94601-2648",2530,34TH AVE,True,94601,OAKLAND,027 089900100,0.0
10736,199032,DONGMEI LI & CHEN DEHE,"LI, DONGMEI",,,"1271 84TH AVE OAKLAND, CA 94621-1815",1271,84TH AVE,False,94621,OAKLAND,042 425600700,0.0
10737,199041,FG TOWING SERVICES,"MENDEZ, RUBEN R",,,"4052 SANTA RITA ST OAKLAND, CA 94601-4342",4052,SANTA RITA ST,True,94601,OAKLAND,032 207500100,7.08074543701388
10738,199051,EAST BAY CREMATORY,"BRIGGS, CURTIS",7261001.0,Funeral Service And Crematories,"9850 KITTY LN OAKLAND, CA 94603-1070",9850,KITTY LN,True,94603,OAKLAND,044 502000365,8.6120825155404
10739,199059,FRANCIS CARTWRIGHT,"CARTWRIGHT, FRANCIS",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"9326 CHERRY ST OAKLAND, CA 94603-1632",9326,CHERRY ST,True,94603,OAKLAND,046 544602100,0.0
10740,199065,KEN GILLILAND,"GILLILAND, KEN Q",3999001.0,"Manufacturing Industries, Not Elsewhere Classified","1440 29TH AVE OAKLAND, CA 94601-2309",1440,29TH AVE,True,94601,OAKLAND,025 071601501,9.657565502173231
10741,199088,NOEL GIBSON,"GIBSON, NOEL",7549001.0,"Automotive Services, Except Repair And Carwashes","2327 92ND AVE OAKLAND, CA 94603-1858",2327,92ND AVE,False,94603,OAKLAND,046 547200400,3.35729528291787
10742,199090,MOMM'S PASTRIES,"LEVIN, MARIE A",,,"2357 E 20TH ST OAKLAND, CA 94601-1108",2357,E 20TH ST,False,94601,OAKLAND,021 024900500,0.0
10743,199112,CROWNING QUEENS HAIR LOUNGE,"OWENS, KEYANA",7231001.0,Beauty Shops,"3941 FOOTHILL BLVD OAKLAND, CA 94601-4236",3941,FOOTHILL BLVD,False,94601,OAKLAND,033 214100200,1.4909717618450702
10744,199128,MARIN R PLUMBING SERVICES,"MARIN, RONALD T",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","4016 E 16TH ST OAKLAND, CA 94601-4106",4016,E 16TH ST,True,94601,OAKLAND,033 215202000,3.1297905899723704
10745,199129,DYNAMIC GENERATOR SERVICE INC,"MANGRUM, DARREN D",,,"2119 94TH AVE OAKLAND, CA 94603-1860",2119,94TH AVE,False,94603,OAKLAND,046 547001002,0.236100964376072
10746,199140,VULCAN CAFE,"SURASANPREDEE, SUWAPAN",5812001.0,Eating Places,"915 45TH AVE OAKLAND, CA 94601-4430",915,45TH AVE,False,94601,OAKLAND,034 226500404,0.0
10747,199162,SON THANH,"LE, SON T",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","2781 FRUITVALE AVE OAKLAND, CA 94601-2027",2781,FRUITVALE AVE,False,94601,OAKLAND,026 082003500,5.32524368380495
10748,199165,FLOR HOUSE CLEANING,"RAMIREZ, MARIA",,,"9941 C ST B OAKLAND, CA 94603-2430",9941,C ST,False,94603,OAKLAND,044 497601401,0.0
10749,199192,REBUILT BODY MASSAGE LLC,"CREWS, RYAN",,,"7012 LOCKWOOD ST OAKLAND, CA 94621-3130",7012,LOCKWOOD ST,True,94621,OAKLAND,039 330504400,4.35308143056532
10750,199196,MA RUIPING,"MA, RUIPING",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1212 39TH AVE OAKLAND, CA 94601-4018",1212,39TH AVE,True,94601,OAKLAND,033 215601700,6.04665220689216
10751,199216,EBONY JAMES,"JAMES, EBONY",2389001.0,"Apparel And Accessories, Not Elsewhere Classified","9701 INTERNATIONAL BLVD OAKLAND, CA 94603-2509",9701,INTERNATIONAL BLVD,False,94603,OAKLAND,046 542402000,9.408414936688311
10752,199232,GALLO ADVANTAGE CONSULTING SERVICES,"GALLO, ALIZA J",8748001.0,"Business Consulting Services, Not Elsewhere Classified","3028 E 17TH ST OAKLAND, CA 94601-2417",3028,E 17TH ST,True,94601,OAKLAND,025 072400400,6.61401448892031
10753,199243,CUTTER SEWER & SANITATION SYSTEMS,"PHIM, SOPHEAP",1521014.0,"Remodeling Buildings, Single-family-general Contractors","2415 FOOTHILL BLVD OAKLAND, CA 94601-1012",2415,FOOTHILL BLVD,False,94601,OAKLAND,025 073600301,3.42994081156188
10754,199249,IDOLESSENCE,"SAINT CILIEN, JOEL",5651001.0,Family Clothing Stores,"2035 108TH AVE OAKLAND, CA 94603-3913",2035,108TH AVE,False,94603,OAKLAND,047 554700600,0.0
10755,199250,CARE HEATING & AIR CONDITIONING INC,"GUTIERREZ, JOSE A",,,"1482 74TH AVE OAKLAND, CA 94621-2822",1482,74TH AVE,True,94621,OAKLAND,040 331907402,9.55062830470308
10756,199293,OAKLAND DENTAL SPECIALTY CENTER,"AMIRI, HAMID",,,"8105 EDGEWATER DR STE 125 OAKLAND, CA 94621-2028",8105,EDGEWATER DR,False,94621,OAKLAND,042 442500605,5.24580643085791
10757,199297,BIG BROTHERS,"ZHANG, MENG",5812001.0,Eating Places,"10800 BANCROFT AVE OAKLAND, CA 94603-4023",10800,BANCROFT AVE,True,94603,OAKLAND,047 555100100,13.640916969486499
10758,199306,BORJON DAVID R,"BORJON, DAVID",,,"1749 85TH AVE OAKLAND, CA 94621-1718",1749,85TH AVE,False,94621,OAKLAND,043 456001000,0.874004338301588
10759,199326,DRAEGER INC,"KLUGE, FLORIAN",7299001.0,"Miscellaneous Personal Services, Not Elsewhere Classified","328 PENDLETON WAY OAKLAND, CA 94621-2102",328,PENDLETON WAY,True,94621,OAKLAND,042 442501401,0.0
10760,199336,ALL ABOUT ELECTRIC,"ARTEAGA, ALBERTO",1731001.0,Electrical Work,"945 73RD AVE OAKLAND, CA 94621-2907",945,73RD AVE,False,94621,OAKLAND,041 415303300,0.0
10761,199340,SHINE CLEANING SERVICES CO,"ALMENDAREZ-RUIZ, OSIRIS J",7349001.0,"Building Cleaning And Maintenance Services, Not Elsewhere Classified","1248 50TH AVE OAKLAND, CA 94601-5102",1248,50TH AVE,True,94601,OAKLAND,034 227202700,4.78806143518805
10762,199365,STEELE BY DESIGN,"STEELE, STACEY",8748001.0,"Business Consulting Services, Not Elsewhere Classified","2162 ROSEDALE AVE OAKLAND, CA 94601-4326",2162,ROSEDALE AVE,True,94601,OAKLAND,032 207603500,5.926732747272379
10763,199373,SAMPCS INC,"ALRIASHI, FAWAZ",5963001.0,Direct Selling Establishments,"3301 E 12TH ST STE 105 OAKLAND, CA 94601-3424",3301,E 12TH ST,False,94601,OAKLAND,034 226400100,12.273599710476901
10764,199429,ABSHYR CREATIVE,"ABSHIRE, ALYSSA",,,"1927 33RD AVE OAKLAND, CA 94601-3021",1927,33RD AVE,False,94601,OAKLAND,033 211700402,0.0
10765,199455,MORE GIGGLES THAN FITS DAYCARE,"ZAVALA, GLADYS",8351001.0,Child Day Care Services,"7832 LOCKWOOD ST OAKLAND, CA 94621-2636",7832,LOCKWOOD ST,True,94621,OAKLAND,040 335302400,0.0
10766,199458,CASTILLO WINDOW,"FLORES, IRMA",7699001.0,"Repair Shops And Related Services, Not Elsewhere Classified","9651 HOLLY ST OAKLAND, CA 94603-2654",9651,HOLLY ST,False,94603,OAKLAND,046 542400600,3.31889156534389
10767,199460,IMANABADI ALESSANDRA,"IMANABADI, ALESSANDRA",6513001.0,Operators Of Apartment Buildings,"2012 69TH AVE OAKLAND, CA 94621-3434",2012,69TH AVE,True,94621,OAKLAND,039 330600100,0.386576377657267
